img;x1;y1;x2;y2
00024.ppm;785;408;800;423
00024.ppm;208;421;232;446
00024.ppm;1100;440;1128;469
00024.ppm;367;452;422;501
00024.ppm;3;456;25;476
00024.ppm;417;468;451;500
00024.ppm;1142;468;1159;484
00024.ppm;119;469;137;485
00024.ppm;229;469;255;494
00024.ppm;420;477;455;508
00024.ppm;46;481;100;529
00024.ppm;238;495;301;563
00024.ppm;129;498;172;537
00024.ppm;42;505;82;550
00024.ppm;1057;511;1084;537
00024.ppm;129;515;166;548
00024.ppm;734;541;754;561
00024.ppm;331;652;347;670
00024.ppm;301;668;319;686
00024.ppm;224;718;314;799
00024.ppm;229;728;310;799
00024.ppm;249;754;292;799
00024.ppm;177;501;235;567
00024.ppm;666;272;752;347
00024.ppm;238;484;319;563
00024.ppm;3;2;89;84
00024.ppm;678;326;719;363
00024.ppm;675;326;719;371
00024.ppm;757;368;861;477
00024.ppm;1045;61;1145;155
00024.ppm;779;192;914;315
00024.ppm;231;484;319;563
00024.ppm;2;2;89;84
00024.ppm;1152;3;1200;47
00024.ppm;142;501;235;582
00024.ppm;1151;164;1195;210
00024.ppm;85;464;172;547
00024.ppm;1058;51;1155;137
00024.ppm;599;354;665;417
00024.ppm;1051;38;1142;135
00024.ppm;1042;45;1130;140
00024.ppm;85;463;172;547
00024.ppm;1053;60;1180;195
00024.ppm;1037;60;1180;195
00024.ppm;1051;502;1084;537
00024.ppm;599;354;671;417
00024.ppm;85;463;172;548
00024.ppm;1152;3;1200;49
00024.ppm;1023;47;1157;191
00024.ppm;1043;3;1205;155
00024.ppm;1042;45;1130;145
00024.ppm;1247;385;1281;419
00024.ppm;1023;45;1157;191
00024.ppm;1145;160;1195;210
00024.ppm;1065;331;1156;423
00024.ppm;1043;3;1205;156
00024.ppm;1128;160;1195;223
00025.ppm;2;2;74;76
00025.ppm;45;3;74;29
00025.ppm;968;4;1061;95
00025.ppm;1226;4;1355;119
00025.ppm;103;13;187;88
00025.ppm;3;59;86;133
00025.ppm;1294;78;1324;109
00025.ppm;752;117;825;184
00025.ppm;778;123;821;170
00025.ppm;407;166;424;181
00025.ppm;12;172;45;201
00025.ppm;1169;174;1198;203
00025.ppm;389;176;420;207
00025.ppm;430;192;450;213
00025.ppm;1092;200;1173;278
00025.ppm;422;206;450;234
00025.ppm;450;206;465;221
00025.ppm;1308;206;1331;227
00025.ppm;432;231;453;254
00025.ppm;1048;240;1144;331
00025.ppm;944;251;988;292
00025.ppm;6;264;61;316
00025.ppm;410;269;427;286
00025.ppm;16;270;42;295
00025.ppm;309;277;398;359
00025.ppm;966;289;1009;329
00025.ppm;85;295;114;324
00025.ppm;966;338;1020;388
00025.ppm;145;357;187;405
00025.ppm;39;366;108;442
00025.ppm;170;371;228;429
00025.ppm;282;385;307;409
00025.ppm;225;391;264;425
00025.ppm;1092;399;1111;416
00025.ppm;737;428;767;455
00025.ppm;247;431;263;448
00025.ppm;249;469;270;489
00025.ppm;1281;493;1355;567
00025.ppm;749;503;771;528
00025.ppm;833;508;850;525
00025.ppm;1296;511;1356;573
00025.ppm;138;563;158;585
00025.ppm;1241;641;1264;667
00025.ppm;866;661;882;678
00025.ppm;811;673;852;709
00025.ppm;493;224;515;245
00025.ppm;422;206;465;254
00025.ppm;664;570;697;600
00025.ppm;945;392;967;414
00025.ppm;121;409;162;453
00025.ppm;968;3;1065;95
00025.ppm;1168;568;1359;763
00025.ppm;344;470;403;531
00025.ppm;2;157;45;201
00025.ppm;2;157;110;271
00025.ppm;3;264;61;316
00025.ppm;62;2;156;85
00025.ppm;537;250;702;429
00025.ppm;966;239;993;270
00025.ppm;170;210;400;429
00025.ppm;121;406;171;453
00025.ppm;167;210;400;442
00025.ppm;430;192;453;213
00025.ppm;450;205;468;221
00025.ppm;167;208;405;442
00025.ppm;706;594;730;619
00025.ppm;1253;481;1356;573
00025.ppm;2;475;117;584
00025.ppm;167;208;408;442
00025.ppm;1252;481;1356;574
00025.ppm;735;428;767;462
00025.ppm;78;361;128;413
00025.ppm;1252;481;1357;574
00026.ppm;1107;0;1359;266
00026.ppm;664;1;787;112
00026.ppm;1190;46;1218;71
00026.ppm;1176;68;1234;125
00026.ppm;986;128;1019;160
00026.ppm;597;221;644;272
00026.ppm;1316;225;1355;262
00026.ppm;1151;242;1178;268
00026.ppm;1118;284;1142;305
00026.ppm;2;295;69;359
00026.ppm;1192;340;1218;365
00026.ppm;295;345;351;401
00026.ppm;702;345;730;376
00026.ppm;56;348;77;368
00026.ppm;113;360;132;377
00026.ppm;497;361;528;395
00026.ppm;1106;371;1170;430
00026.ppm;1237;375;1289;430
00026.ppm;413;376;455;420
00026.ppm;1101;387;1145;428
00026.ppm;479;395;496;411
00026.ppm;1234;396;1273;430
00026.ppm;291;397;325;432
00026.ppm;172;400;233;461
00026.ppm;578;401;600;424
00026.ppm;173;413;267;507
00026.ppm;231;414;324;502
00026.ppm;458;416;487;444
00026.ppm;274;418;305;453
00026.ppm;349;431;445;523
00026.ppm;515;444;583;505
00026.ppm;479;459;503;484
00026.ppm;292;461;327;496
00026.ppm;240;471;259;490
00026.ppm;483;480;505;500
00026.ppm;485;489;535;540
00026.ppm;361;496;386;521
00026.ppm;305;499;327;522
00026.ppm;219;502;246;533
00026.ppm;489;516;551;573
00026.ppm;425;530;477;588
00026.ppm;558;532;591;565
00026.ppm;490;544;527;579
00026.ppm;403;550;421;568
00026.ppm;500;558;521;578
00026.ppm;322;571;378;628
00026.ppm;1102;589;1120;609
00026.ppm;540;753;555;768
00026.ppm;163;477;229;540
00026.ppm;489;516;551;579
00026.ppm;472;332;554;411
00026.ppm;138;380;233;482
00026.ppm;349;431;445;526
00026.ppm;324;414;445;526
00026.ppm;99;341;132;377
00026.ppm;683;67;715;98
00026.ppm;448;559;482;595
00026.ppm;264;418;308;458
00026.ppm;606;602;649;651
00026.ppm;526;394;600;460
00026.ppm;496;464;549;519
00026.ppm;449;406;487;444
00026.ppm;987;124;1068;206
00026.ppm;661;189;834;377
00026.ppm;413;376;487;444
00026.ppm;985;128;1036;174
00026.ppm;661;184;834;377
00026.ppm;1234;375;1289;430
00026.ppm;1220;311;1261;355
00026.ppm;658;184;834;377
00026.ppm;295;343;356;411
00026.ppm;657;184;834;377
00027.ppm;1126;18;1166;56
00027.ppm;60;83;83;103
00027.ppm;1254;93;1290;126
00027.ppm;1060;115;1102;160
00027.ppm;804;121;867;182
00027.ppm;1224;129;1241;145
00027.ppm;182;143;215;175
00027.ppm;93;146;156;206
00027.ppm;1168;146;1200;175
00027.ppm;1057;148;1182;258
00027.ppm;236;154;261;177
00027.ppm;983;154;1042;206
00027.ppm;1127;157;1149;177
00027.ppm;1314;159;1331;178
00027.ppm;870;160;885;175
00027.ppm;1282;166;1314;196
00027.ppm;819;169;853;203
00027.ppm;1215;175;1231;193
00027.ppm;930;181;1012;253
00027.ppm;1099;193;1173;264
00027.ppm;249;196;280;223
00027.ppm;786;200;828;237
00027.ppm;205;201;255;257
00027.ppm;29;208;84;269
00027.ppm;128;217;156;242
00027.ppm;989;226;1007;246
00027.ppm;317;228;345;255
00027.ppm;959;228;979;249
00027.ppm;943;239;960;257
00027.ppm;304;247;327;270
00027.ppm;1178;248;1201;268
00027.ppm;265;249;284;267
00027.ppm;809;258;841;294
00027.ppm;556;259;658;350
00027.ppm;50;261;69;280
00027.ppm;647;266;679;302
00027.ppm;1070;267;1144;346
00027.ppm;190;268;230;313
00027.ppm;292;270;418;381
00027.ppm;1026;270;1062;306
00027.ppm;1319;273;1339;295
00027.ppm;945;290;978;324
00027.ppm;42;292;57;307
00027.ppm;90;294;114;315
00027.ppm;282;295;300;313
00027.ppm;1165;296;1183;313
00027.ppm;610;302;643;336
00027.ppm;142;308;163;329
00027.ppm;291;309;309;325
00027.ppm;1110;309;1189;380
00027.ppm;1012;310;1062;360
00027.ppm;997;311;1030;346
00027.ppm;1312;311;1333;331
00027.ppm;627;320;661;353
00027.ppm;1253;320;1294;358
00027.ppm;1148;326;1213;391
00027.ppm;579;327;607;352
00027.ppm;1287;327;1305;345
00027.ppm;1331;335;1349;351
00027.ppm;921;336;938;353
00027.ppm;1053;338;1118;395
00027.ppm;1218;338;1238;357
00027.ppm;584;341;635;388
00027.ppm;654;343;697;389
00027.ppm;1216;345;1233;363
00027.ppm;595;347;664;418
00027.ppm;974;351;1000;375
00027.ppm;317;354;336;372
00027.ppm;1296;355;1344;397
00027.ppm;640;356;665;380
00027.ppm;36;359;51;376
00027.ppm;1137;364;1175;406
00027.ppm;1223;366;1262;404
00027.ppm;632;370;669;405
00027.ppm;103;373;155;429
00027.ppm;577;375;593;390
00027.ppm;107;380;153;425
00027.ppm;968;381;994;407
00027.ppm;111;384;149;422
00027.ppm;970;384;1023;443
00027.ppm;113;386;146;420
00027.ppm;945;386;974;413
00027.ppm;592;387;621;419
00027.ppm;973;391;1020;437
00027.ppm;1210;393;1230;413
00027.ppm;977;395;1016;433
00027.ppm;978;396;1014;432
00027.ppm;918;401;937;422
00027.ppm;29;413;46;432
00027.ppm;872;416;890;432
00027.ppm;734;417;753;437
00027.ppm;1097;426;1136;464
00027.ppm;1080;427;1099;444
00027.ppm;1017;428;1037;446
00027.ppm;305;429;323;449
00027.ppm;127;430;273;559
00027.ppm;102;435;151;481
00027.ppm;945;436;969;462
00027.ppm;1030;436;1089;502
00027.ppm;973;440;1026;496
00027.ppm;937;457;970;487
00027.ppm;47;465;78;497
00027.ppm;859;467;885;490
00027.ppm;1004;490;1088;579
00027.ppm;1023;491;1042;510
00027.ppm;957;499;999;544
00027.ppm;615;505;638;526
00027.ppm;847;520;863;538
00027.ppm;3;536;32;564
00027.ppm;398;540;414;556
00027.ppm;1066;546;1081;561
00027.ppm;1087;548;1134;595
00027.ppm;1113;551;1161;595
00027.ppm;3;566;60;618
00027.ppm;148;587;167;605
00027.ppm;3;607;106;698
00027.ppm;1122;608;1140;625
00027.ppm;1055;635;1073;651
00027.ppm;1225;705;1244;724
00027.ppm;1106;656;1165;711
00027.ppm;1165;408;1231;467
00027.ppm;923;172;1012;253
00027.ppm;775;258;841;319
00027.ppm;1060;47;1174;164
00027.ppm;775;258;853;340
00027.ppm;416;302;508;382
00027.ppm;1042;193;1173;327
00027.ppm;786;169;853;237
00027.ppm;1165;366;1270;467
00027.ppm;533;434;663;549
00027.ppm;142;300;264;435
00027.ppm;260;384;301;424
00027.ppm;947;33;1048;139
00027.ppm;791;110;867;182
00027.ppm;1051;426;1144;523
00027.ppm;1053;338;1118;396
00027.ppm;122;300;264;435
00027.ppm;1039;50;1073;83
00027.ppm;122;264;290;435
00027.ppm;1094;415;1249;565
00027.ppm;892;476;919;507
00027.ppm;1055;565;1077;585
00027.ppm;654;343;705;389
00027.ppm;947;3;1071;139
00027.ppm;947;3;1073;139
00027.ppm;1260;259;1310;305
00027.ppm;1133;366;1270;504
00027.ppm;243;459;261;479
00027.ppm;647;266;689;307
00027.ppm;378;280;473;386
00027.ppm;1048;338;1118;402
00027.ppm;1114;94;1137;116
00027.ppm;384;302;508;439
00027.ppm;3;158;108;253
00027.ppm;113;386;147;420
00027.ppm;200;201;255;257
00027.ppm;775;258;864;340
00027.ppm;976;2;1037;60
00027.ppm;102;435;151;482
00027.ppm;944;3;1073;141
00027.ppm;1098;41;1117;62
00027.ppm;1090;41;1117;65
00027.ppm;112;385;147;420
00027.ppm;973;440;1026;497
00027.ppm;579;327;669;429
00027.ppm;973;440;1027;497
00027.ppm;1178;248;1228;293
00027.ppm;446;279;475;305
00027.ppm;667;504;701;543
00027.ppm;368;437;386;454
00027.ppm;951;381;994;423
00027.ppm;943;285;978;324
00027.ppm;32;164;72;203
00027.ppm;972;440;1027;498
00027.ppm;3;369;78;455
00027.ppm;944;3;1073;142
00027.ppm;1114;71;1266;235
00027.ppm;318;383;334;399
00027.ppm;101;429;155;484
00027.ppm;101;429;155;485
00027.ppm;1260;259;1310;308
00027.ppm;1048;337;1118;402
00027.ppm;944;3;1083;142
00027.ppm;46;465;78;497
00027.ppm;73;359;273;559
00027.ppm;1286;603;1313;631
00027.ppm;1116;18;1166;65
00027.ppm;928;210;950;235
00027.ppm;378;280;478;386
00027.ppm;1114;18;1171;82
00027.ppm;984;382;1023;424
00027.ppm;212;142;261;195
00027.ppm;556;347;664;455
00027.ppm;1114;71;1271;235
00027.ppm;864;140;881;159
00027.ppm;833;234;854;253
00027.ppm;997;311;1030;348
00027.ppm;113;442;141;467
00027.ppm;950;529;999;573
00027.ppm;1068;171;1084;189
00027.ppm;1285;71;1315;99
00027.ppm;29;408;55;432
00027.ppm;1113;18;1171;82
00027.ppm;1248;93;1290;132
00027.ppm;688;319;795;416
00027.ppm;688;319;798;416
00027.ppm;943;285;987;327
00027.ppm;1319;268;1344;295
00027.ppm;1086;234;1102;252
00027.ppm;107;384;149;425
00027.ppm;107;379;153;425
00027.ppm;212;142;262;195
00027.ppm;378;280;479;386
00027.ppm;345;245;367;270
00027.ppm;973;382;1025;437
00027.ppm;951;378;994;423
00027.ppm;688;319;809;434
00027.ppm;688;319;809;437
00027.ppm;916;336;938;357
00027.ppm;100;373;155;429
00027.ppm;101;429;157;486
00027.ppm;1012;310;1067;360
00027.ppm;1012;310;1068;361
00027.ppm;100;428;157;486
00028.ppm;935;31;1036;126
00028.ppm;722;112;893;274
00028.ppm;977;114;994;130
00028.ppm;837;135;864;159
00028.ppm;9;138;79;208
00028.ppm;87;245;145;298
00028.ppm;2;249;85;323
00028.ppm;33;257;84;307
00028.ppm;786;287;824;326
00028.ppm;1293;290;1357;360
00028.ppm;1158;293;1189;325
00028.ppm;1138;333;1172;363
00028.ppm;1104;336;1134;368
00028.ppm;783;364;824;409
00028.ppm;375;410;394;428
00028.ppm;1084;412;1167;488
00028.ppm;393;415;439;458
00028.ppm;389;418;429;459
00028.ppm;2;440;46;481
00028.ppm;426;443;457;471
00028.ppm;389;466;425;505
00028.ppm;255;478;275;496
00028.ppm;4;484;93;575
00028.ppm;66;496;175;594
00028.ppm;254;497;271;516
00028.ppm;287;514;325;555
00028.ppm;481;518;512;552
00028.ppm;166;519;219;579
00028.ppm;491;539;527;571
00028.ppm;407;541;423;559
00028.ppm;238;553;264;581
00028.ppm;261;555;285;580
00028.ppm;251;556;273;580
00028.ppm;1205;559;1228;580
00028.ppm;60;575;80;594
00028.ppm;1193;582;1211;598
00028.ppm;4;484;93;581
00028.ppm;407;541;424;559
00028.ppm;276;528;316;573
00028.ppm;3;482;93;581
00028.ppm;257;343;508;567
00028.ppm;271;425;325;483
00028.ppm;786;492;868;580
00028.ppm;407;541;425;561
00028.ppm;780;280;824;329
00028.ppm;238;519;278;561
00028.ppm;153;519;219;579
00028.ppm;740;158;794;214
00028.ppm;151;519;219;579
00028.ppm;287;514;327;555
00028.ppm;698;22;1036;390
00028.ppm;1170;2;1199;34
00028.ppm;151;519;219;584
00028.ppm;838;80;894;136
00028.ppm;419;542;450;575
00028.ppm;164;340;215;392
00028.ppm;740;147;817;214
00028.ppm;1088;525;1110;549
00028.ppm;165;341;235;402
00028.ppm;165;341;252;421
00028.ppm;424;433;484;490
00028.ppm;905;98;934;129
00028.ppm;2;565;54;620
00028.ppm;164;341;271;436
00028.ppm;838;79;905;150
00028.ppm;838;77;908;150
00028.ppm;4;4;41;45
00028.ppm;156;519;185;550
00029.ppm;3;60;34;94
00029.ppm;3;139;35;171
00029.ppm;881;146;910;178
00029.ppm;69;227;166;332
00029.ppm;896;256;912;272
00029.ppm;1182;266;1284;359
00029.ppm;209;271;224;286
00029.ppm;189;294;232;337
00029.ppm;84;299;166;377
00029.ppm;557;301;659;397
00029.ppm;491;304;581;387
00029.ppm;485;318;515;347
00029.ppm;1079;320;1108;348
00029.ppm;930;336;952;360
00029.ppm;947;348;968;370
00029.ppm;1023;348;1075;396
00029.ppm;482;353;507;379
00029.ppm;960;367;1081;475
00029.ppm;924;371;964;417
00029.ppm;1099;402;1124;428
00029.ppm;1100;403;1123;426
00029.ppm;168;422;200;454
00029.ppm;462;423;485;446
00029.ppm;126;425;192;491
00029.ppm;651;431;679;462
00029.ppm;766;440;794;469
00029.ppm;442;441;458;457
00029.ppm;484;448;518;481
00029.ppm;911;464;956;506
00029.ppm;411;465;434;486
00029.ppm;443;465;460;481
00029.ppm;294;466;324;499
00029.ppm;97;470;131;501
00029.ppm;658;475;688;507
00029.ppm;648;479;715;542
00029.ppm;90;482;131;519
00029.ppm;95;483;113;503
00029.ppm;494;486;525;514
00029.ppm;980;487;1008;517
00029.ppm;1018;487;1046;517
00029.ppm;910;489;928;505
00029.ppm;394;494;429;531
00029.ppm;317;498;348;530
00029.ppm;468;502;490;522
00029.ppm;918;514;949;546
00029.ppm;879;516;900;537
00029.ppm;97;523;118;547
00029.ppm;277;530;292;546
00029.ppm;194;533;223;565
00029.ppm;40;534;79;575
00029.ppm;1232;536;1298;599
00029.ppm;3;548;65;616
00029.ppm;52;548;74;569
00029.ppm;883;594;903;614
00029.ppm;1058;596;1139;683
00029.ppm;920;631;974;679
00029.ppm;922;632;954;665
00029.ppm;1179;700;1200;724
00029.ppm;1199;704;1220;728
00029.ppm;494;486;529;524
00029.ppm;918;513;952;548
00029.ppm;1182;250;1284;359
00029.ppm;1008;348;1075;417
00029.ppm;616;431;692;502
00029.ppm;960;646;1061;739
00029.ppm;468;498;491;522
00029.ppm;461;492;491;522
00029.ppm;1100;467;1159;524
00029.ppm;126;425;206;500
00029.ppm;430;409;532;503
00029.ppm;430;409;532;524
00029.ppm;913;302;931;321
00029.ppm;3;101;72;179
00029.ppm;1295;532;1355;599
00029.ppm;218;273;260;310
00029.ppm;920;583;1061;739
00029.ppm;462;423;488;446
00029.ppm;769;468;827;525
00029.ppm;398;485;438;525
00029.ppm;971;477;1182;681
00029.ppm;403;421;423;443
00029.ppm;3;60;41;103
00029.ppm;971;485;1051;569
00029.ppm;879;515;901;537
00029.ppm;126;425;207;500
00029.ppm;971;477;1182;682
00029.ppm;237;356;317;447
00029.ppm;121;254;239;360
00029.ppm;520;450;567;497
00029.ppm;1295;532;1357;599
00030.ppm;1303;10;1338;44
00030.ppm;1200;26;1217;44
00030.ppm;1035;30;1055;50
00030.ppm;1271;33;1335;98
00030.ppm;55;35;75;56
00030.ppm;1157;37;1194;71
00030.ppm;1162;50;1179;69
00030.ppm;1238;52;1256;69
00030.ppm;930;57;959;90
00030.ppm;734;58;792;120
00030.ppm;1;63;51;111
00030.ppm;1244;67;1278;102
00030.ppm;1257;76;1272;93
00030.ppm;32;81;66;115
00030.ppm;1320;85;1357;122
00030.ppm;859;86;890;116
00030.ppm;800;87;821;107
00030.ppm;850;89;865;105
00030.ppm;566;92;594;121
00030.ppm;646;98;665;115
00030.ppm;1307;110;1347;146
00030.ppm;721;118;815;225
00030.ppm;149;129;188;171
00030.ppm;1042;152;1108;213
00030.ppm;704;156;727;181
00030.ppm;1120;157;1148;184
00030.ppm;1253;157;1272;174
00030.ppm;119;164;163;209
00030.ppm;197;164;234;199
00030.ppm;194;165;215;189
00030.ppm;52;168;156;263
00030.ppm;477;170;508;200
00030.ppm;259;174;289;201
00030.ppm;574;177;605;208
00030.ppm;511;197;529;217
00030.ppm;1163;197;1181;213
00030.ppm;701;198;766;269
00030.ppm;842;202;865;223
00030.ppm;179;207;205;231
00030.ppm;863;207;896;237
00030.ppm;657;211;678;233
00030.ppm;892;215;926;246
00030.ppm;1310;217;1331;236
00030.ppm;357;223;391;257
00030.ppm;1298;225;1314;240
00030.ppm;1051;229;1066;244
00030.ppm;578;232;601;255
00030.ppm;634;235;661;264
00030.ppm;169;236;198;265
00030.ppm;399;236;424;259
00030.ppm;832;238;856;260
00030.ppm;532;239;568;271
00030.ppm;612;240;642;268
00030.ppm;47;241;67;260
00030.ppm;1268;242;1303;277
00030.ppm;249;248;282;277
00030.ppm;431;250;446;266
00030.ppm;91;258;110;276
00030.ppm;30;260;156;390
00030.ppm;110;260;153;307
00030.ppm;1304;266;1344;302
00030.ppm;818;270;849;299
00030.ppm;636;272;660;297
00030.ppm;57;274;86;300
00030.ppm;558;286;594;324
00030.ppm;602;292;676;372
00030.ppm;486;294;515;324
00030.ppm;1055;296;1093;335
00030.ppm;998;297;1015;315
00030.ppm;1017;297;1035;315
00030.ppm;834;302;900;370
00030.ppm;1340;309;1358;326
00030.ppm;430;312;478;360
00030.ppm;124;314;160;351
00030.ppm;1219;320;1240;342
00030.ppm;309;321;335;350
00030.ppm;676;330;700;352
00030.ppm;1078;333;1097;354
00030.ppm;151;338;170;356
00030.ppm;246;338;306;392
00030.ppm;638;338;655;353
00030.ppm;624;341;649;365
00030.ppm;93;346;111;362
00030.ppm;1320;347;1356;385
00030.ppm;820;350;845;377
00030.ppm;579;365;635;418
00030.ppm;62;370;78;387
00030.ppm;271;374;291;397
00030.ppm;249;376;275;400
00030.ppm;1221;386;1238;402
00030.ppm;59;392;126;460
00030.ppm;669;393;714;442
00030.ppm;1252;397;1270;414
00030.ppm;1036;398;1053;413
00030.ppm;514;406;537;432
00030.ppm;338;418;353;435
00030.ppm;563;418;585;439
00030.ppm;344;438;366;460
00030.ppm;444;443;464;462
00030.ppm;920;448;945;470
00030.ppm;563;451;586;472
00030.ppm;167;461;212;508
00030.ppm;393;462;409;479
00030.ppm;83;465;101;485
00030.ppm;375;467;390;483
00030.ppm;667;468;741;553
00030.ppm;169;479;193;500
00030.ppm;192;479;212;497
00030.ppm;613;481;665;535
00030.ppm;95;489;158;554
00030.ppm;580;490;607;520
00030.ppm;923;490;950;521
00030.ppm;641;494;663;516
00030.ppm;320;495;358;533
00030.ppm;415;496;447;529
00030.ppm;301;499;351;551
00030.ppm;912;501;950;542
00030.ppm;225;505;253;535
00030.ppm;965;506;981;523
00030.ppm;950;510;981;540
00030.ppm;656;517;697;553
00030.ppm;489;530;504;545
00030.ppm;14;531;55;568
00030.ppm;957;592;981;618
00030.ppm;661;706;688;732
00030.ppm;743;728;773;757
00030.ppm;1032;735;1054;760
00030.ppm;886;746;910;769
00030.ppm;1235;762;1253;781
00030.ppm;892;205;929;246
00030.ppm;1072;268;1101;295
00030.ppm;1030;133;1108;213
00030.ppm;791;216;935;370
00030.ppm;42;94;163;209
00030.ppm;697;198;766;269
00030.ppm;574;139;643;215
00030.ppm;783;216;935;370
00030.ppm;47;205;120;272
00030.ppm;420;235;526;336
00030.ppm;47;205;153;307
00030.ppm;887;326;964;410
00030.ppm;567;67;706;215
00030.ppm;1030;133;1108;215
00030.ppm;567;67;727;215
00030.ppm;46;241;67;260
00030.ppm;46;241;77;268
00030.ppm;53;392;126;460
00030.ppm;47;205;153;315
00030.ppm;47;205;153;316
00030.ppm;47;205;179;344
00030.ppm;17;81;66;125
00030.ppm;1223;298;1345;406
00030.ppm;381;358;412;387
00030.ppm;184;181;241;236
00030.ppm;777;246;798;267
00030.ppm;1189;287;1240;342
00030.ppm;1076;697;1105;724
00030.ppm;1048;107;1100;153
00030.ppm;1331;309;1358;339
00030.ppm;1214;151;1357;278
00030.ppm;399;248;479;324
00030.ppm;1242;167;1288;208
00030.ppm;148;146;241;236
00030.ppm;47;205;235;402
00030.ppm;699;330;721;355
00030.ppm;602;290;733;404
00030.ppm;591;281;733;408
00030.ppm;1002;203;1045;244
00030.ppm;2;65;52;112
00030.ppm;879;384;900;405
00030.ppm;237;288;270;321
00030.ppm;739;723;773;757
00030.ppm;747;502;807;556
00030.ppm;497;499;546;542
00030.ppm;497;498;546;542
00030.ppm;1221;306;1351;421
00030.ppm;662;362;687;385
00030.ppm;871;48;968;141
00030.ppm;56;390;127;461
00030.ppm;188;391;204;409
00030.ppm;93;264;128;299
00030.ppm;609;338;687;416
00030.ppm;300;201;356;252
00030.ppm;1189;265;1256;342
00030.ppm;1228;152;1288;208
00030.ppm;46;380;97;433
00030.ppm;52;390;127;461
00030.ppm;480;403;550;477
00030.ppm;546;351;615;411
00030.ppm;743;148;774;183
00030.ppm;191;478;212;498
00030.ppm;862;60;929;136
00030.ppm;794;83;821;107
00030.ppm;246;338;307;392
00030.ppm;1310;217;1331;238
00030.ppm;808;478;877;541
00030.ppm;399;224;519;360
00030.ppm;1333;283;1357;308
00030.ppm;145;461;228;549
00030.ppm;123;308;143;328
00030.ppm;1340;103;1358;123
00030.ppm;912;501;951;542
00030.ppm;850;60;929;136
00030.ppm;123;276;202;351
00030.ppm;450;511;487;549
00030.ppm;762;418;795;448
00030.ppm;1188;265;1256;342
00030.ppm;1008;488;1103;596
00030.ppm;1235;317;1257;340
00030.ppm;557;284;621;350
00030.ppm;551;284;621;350
00030.ppm;909;501;951;542
00030.ppm;237;259;277;297
00030.ppm;37;295;69;329
00030.ppm;1271;323;1357;415
00030.ppm;666;393;714;442
00030.ppm;551;284;624;350
00030.ppm;194;163;236;200
00030.ppm;892;490;950;543
00030.ppm;891;490;950;543
00030.ppm;526;172;550;196
00030.ppm;676;330;700;353
00030.ppm;955;246;997;292
00030.ppm;955;246;1006;292
00030.ppm;955;239;1006;292
00030.ppm;197;164;234;202
00031.ppm;582;1;650;65
00031.ppm;3;3;92;89
00031.ppm;111;3;138;27
00031.ppm;1209;3;1261;51
00031.ppm;133;4;166;39
00031.ppm;70;12;140;92
00031.ppm;984;12;1007;37
00031.ppm;1128;18;1151;42
00031.ppm;579;26;595;44
00031.ppm;879;33;899;56
00031.ppm;106;35;138;64
00031.ppm;127;37;152;60
00031.ppm;62;44;83;68
00031.ppm;33;50;79;92
00031.ppm;1074;59;1094;79
00031.ppm;693;61;710;77
00031.ppm;98;66;143;109
00031.ppm;964;69;983;88
00031.ppm;21;75;40;95
00031.ppm;1185;82;1246;145
00031.ppm;1191;83;1239;130
00031.ppm;1261;86;1295;117
00031.ppm;956;90;977;111
00031.ppm;24;96;44;115
00031.ppm;124;104;147;127
00031.ppm;1243;109;1288;149
00031.ppm;34;112;74;150
00031.ppm;185;117;324;255
00031.ppm;1265;120;1295;154
00031.ppm;123;124;199;191
00031.ppm;59;126;97;167
00031.ppm;86;127;121;160
00031.ppm;864;127;883;145
00031.ppm;198;129;228;156
00031.ppm;21;134;44;154
00031.ppm;175;137;222;183
00031.ppm;572;144;649;220
00031.ppm;928;151;955;180
00031.ppm;1247;155;1276;187
00031.ppm;1122;158;1143;181
00031.ppm;635;160;657;184
00031.ppm;28;163;53;185
00031.ppm;208;163;226;179
00031.ppm;700;165;726;192
00031.ppm;1233;172;1301;233
00031.ppm;878;177;901;198
00031.ppm;47;185;63;201
00031.ppm;216;186;259;227
00031.ppm;619;187;651;215
00031.ppm;62;191;91;220
00031.ppm;137;201;158;221
00031.ppm;854;202;870;217
00031.ppm;536;204;568;240
00031.ppm;856;212;876;230
00031.ppm;565;213;690;333
00031.ppm;405;218;461;269
00031.ppm;200;224;233;259
00031.ppm;914;232;931;250
00031.ppm;783;233;818;271
00031.ppm;413;238;459;281
00031.ppm;1145;243;1173;271
00031.ppm;409;245;430;265
00031.ppm;1192;254;1255;319
00031.ppm;139;255;171;288
00031.ppm;1125;257;1167;294
00031.ppm;1324;259;1345;281
00031.ppm;1023;272;1041;289
00031.ppm;1055;273;1091;314
00031.ppm;396;275;433;310
00031.ppm;750;276;770;298
00031.ppm;489;285;526;325
00031.ppm;469;289;496;317
00031.ppm;27;290;57;317
00031.ppm;1183;290;1249;357
00031.ppm;610;291;700;382
00031.ppm;703;291;727;318
00031.ppm;341;292;389;339
00031.ppm;151;293;172;317
00031.ppm;3;296;39;334
00031.ppm;340;296;425;378
00031.ppm;829;297;848;318
00031.ppm;1223;298;1242;317
00031.ppm;517;300;538;324
00031.ppm;728;300;789;359
00031.ppm;61;304;92;333
00031.ppm;917;305;933;321
00031.ppm;700;307;725;333
00031.ppm;1040;313;1061;335
00031.ppm;569;323;606;363
00031.ppm;484;325;505;348
